Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Code,RFM_Score,Customer_Segment,Cluster,Cluster_Name,PCA1,PCA2,Average_Order_Value,Purchase_Frequency,Profit_Margin,CLV_Simple
CUST0023,203,5,678.8837871468821,1,3,4,134,8,Others,1,Cluster 1,-0.3973129844365406,1.5771148354258724,135.77675742937643,5.0352467270896275,0.25,170.9173683652775
CUST0024,308,1,159.2750839040828,1,1,1,111,3,Lost Customers,1,Cluster 1,-3.291346819258114,1.6777682504458913,159.2750839040828,5.0352467270896275,0.25,200.4973362337397
CUST0025,3,7,660.0171591136494,5,4,4,544,13,Champions,0,Cluster 0,1.266354053978979,-0.535138126648623,94.28816558766421,5.0352467270896275,0.25,118.69104429464277
CUST0026,105,3,216.9402761604794,2,1,1,211,4,Others,1,Cluster 1,-1.4397435426406615,-0.37486641363984313,72.31342538682647,5.0352467270896275,0.25,91.02898462591449
CUST0027,23,5,303.50580107282497,4,3,2,432,9,Others,1,Cluster 1,-0.21175278472721307,-0.9827525502460894,60.70116021456499,5.0352467270896275,0.25,76.41132957523287
CUST0028,51,5,567.2403493922667,3,3,3,333,9,Need Attention,0,Cluster 0,0.21785659168168195,-0.3308552816181399,113.44806987845334,5.0352467270896275,0.25,142.80975563752938
CUST0029,62,8,909.6050112373911,3,5,5,355,13,Loyal Customers,0,Cluster 0,1.772263055268806,0.5803020653573207,113.70062640467388,5.0352467270896275,0.25,143.12767674304365
CUST0030,86,3,659.0087627623409,2,1,4,214,7,About to Sleep,1,Cluster 1,-0.34466879752186363,-0.04995596956895786,219.66958758744696,5.0352467270896275,0.25,276.52264298520515
CUST0031,129,3,285.14212227003594,2,1,1,211,4,Others,1,Cluster 1,-1.4239576094602318,-0.01112507972336292,95.04737409001199,5.0352467270896275,0.25,119.64674482629908
CUST0032,20,5,352.2113187206054,4,3,2,432,9,Others,1,Cluster 1,-0.08594518366242902,-0.957512987726393,70.44226374412108,5.0352467270896275,0.25,88.6735444915925
CUST0033,66,2,267.29808632448373,3,1,1,311,5,Others,1,Cluster 1,-1.3896967006454963,-0.8868312245459216,133.64904316224187,5.0352467270896275,0.25,168.23897679033468
CUST0034,91,4,528.4699956627542,2,2,3,223,7,About to Sleep,1,Cluster 1,-0.38037669364882004,-0.03298222185539466,132.11749891568854,5.0352467270896275,0.25,166.31105100162205
CUST0035,56,5,548.954978403737,3,3,3,333,9,Need Attention,0,Cluster 0,0.1485947813913644,-0.29522151152225334,109.79099568074739,5.0352467270896275,0.25,138.20618791634868
CUST0036,82,5,664.4060934081809,2,3,4,234,9,Others,0,Cluster 0,0.25850140137797917,0.150185135495402,132.8812186816362,5.0352467270896275,0.25,167.27243036459743
CUST0037,321,3,519.7878459503437,1,1,3,113,5,About to Sleep,1,Cluster 1,-1.99198024401624,2.5146107281562435,173.26261531678122,5.0352467270896275,0.25,218.10500417520296
CUST0038,261,3,606.9536506490886,1,1,4,114,6,About to Sleep,1,Cluster 1,-1.4561364479516616,1.9236030722882473,202.31788354969618,5.0352467270896275,0.25,254.680115243827
CUST0039,4,7,802.0224391129527,5,4,5,545,14,Champions,0,Cluster 0,1.5777264860636548,-0.34804899648505316,114.57463415899325,5.0352467270896275,0.25,144.22788791414055
CUST0040,126,6,842.8692680354206,2,4,5,245,11,At Risk,0,Cluster 0,0.6909146688216337,1.0030777452233064,140.47821133923676,5.0352467270896275,0.25,176.83561346832423
CUST0041,19,7,918.5483240519367,5,4,5,545,14,Champions,0,Cluster 0,1.7525908846256433,-0.029409301620924116,131.22118915027667,5.0352467270896275,0.25,165.1827657984349
CUST0042,282,3,117.37115365390514,1,1,1,111,3,Lost Customers,1,Cluster 1,-2.6686713788150196,1.563280162327848,39.12371788463505,5.0352467270896275,0.25,49.24939310754664
CUST0043,80,8,966.2734051017732,2,5,5,255,12,At Risk,0,Cluster 0,1.7964205005482237,0.8599241996208249,120.78417563772165,5.0352467270896275,0.25,152.04453126601416
CUST0044,103,2,258.10771992630066,2,1,1,211,4,Others,1,Cluster 1,-1.6206390359328742,-0.4673213601518762,129.05385996315033,5.0352467270896275,0.25,162.45450649943396
CUST0045,24,4,472.2931900230148,4,2,3,423,9,Potential Loyalists,1,Cluster 1,-0.12476862428295275,-0.8826011412919293,118.0732975057537,5.0352467270896275,0.25,148.63204620563155
CUST0046,73,2,150.20979363821579,3,1,1,311,5,Others,1,Cluster 1,-1.6909330179182662,-0.9499761510934328,75.10489681910789,5.0352467270896275,0.25,94.54292147420429
CUST0047,335,5,466.757831861959,1,3,3,133,7,Others,1,Cluster 1,-1.6216303762761237,2.852175918328011,93.3515663723918,5.0352467270896275,0.25,117.51204226131898
CUST0048,48,4,501.69599752296324,3,2,3,323,8,Others,1,Cluster 1,-0.195610491499594,-0.5667950973053331,125.42399938074081,5.0352467270896275,0.25,157.88519559509166
CUST0049,200,4,277.4387508862274,1,2,1,121,4,Lost Customers,1,Cluster 1,-1.5607558011270415,0.9261777086981277,69.35968772155685,5.0352467270896275,0.25,87.31078514798195
CUST0050,131,5,495.0500659826905,2,3,3,233,8,Others,1,Cluster 1,-0.39829291236831943,0.5115539200268034,99.0100131965381,5.0352467270896275,0.25,124.63496122424232
CUST0051,294,4,589.8338341139424,1,2,4,124,7,About to Sleep,1,Cluster 1,-1.3978492010508066,2.4067627406793637,147.4584585284856,5.0352467270896275,0.25,185.62243017180967
CUST0052,30,4,287.08138506587903,4,2,1,421,7,New Customers,1,Cluster 1,-0.5724192907311807,-1.0415560301805922,71.77034626646976,5.0352467270896275,0.25,90.34535028508277
CUST0053,124,4,490.7157442265677,2,2,3,223,7,About to Sleep,1,Cluster 1,-0.6523460863563051,0.3046577125118937,122.67893605664193,5.0352467270896275,0.25,154.42967781551098
CUST0054,78,7,931.3451372342204,3,4,5,345,12,Loyal Customers,0,Cluster 0,1.4456237840639348,0.6734548102183608,133.04930531917435,5.0352467270896275,0.25,167.4840197874803
CUST0055,197,5,494.78728321134827,1,3,3,133,7,Others,1,Cluster 1,-0.7742282766873919,1.2797980873183192,98.95745664226965,5.0352467270896275,0.25,124.5688024197755
CUST0056,20,5,469.71899869802826,4,3,3,433,10,Potential Loyalists,0,Cluster 0,0.17641780807639967,-0.8123350423298051,93.94379973960565,5.0352467270896275,0.25,118.25755254230319
CUST0057,3,4,471.83905007748274,5,2,3,523,10,Potential Loyalists,1,Cluster 1,-0.0063534833269645865,-1.1277068478591958,117.95976251937068,5.0352467270896275,0.25,148.48912703848274
CUST0058,51,6,734.4340208314859,3,4,4,344,11,Loyal Customers,0,Cluster 0,0.8753405220722339,-0.004265094636740257,122.40567013858099,5.0352467270896275,0.25,154.0856874856256
CUST0059,32,4,218.44927446807972,4,2,1,421,7,New Customers,1,Cluster 1,-0.7370305048217312,-1.1030594068850783,54.61231861701993,5.0352467270896275,0.25,68.74662464378139
CUST0060,84,2,307.1446286351237,2,1,2,212,5,Others,1,Cluster 1,-1.403097917923915,-0.6279920880133562,153.57231431756185,5.0352467270896275,0.25,193.3186232597707
CUST0061,26,7,666.7447848778013,4,4,4,444,12,Champions,0,Cluster 0,1.150571715473052,-0.2589917129563334,95.24925498254304,5.0352467270896275,0.25,119.9008748521438
CUST0062,144,3,296.0661531553625,1,1,2,112,4,Lost Customers,1,Cluster 1,-1.4848737008884123,0.17704603466563545,98.68871771845416,5.0352467270896275,0.25,124.23051072312961
CUST0063,161,3,214.43397543868952,1,1,1,111,3,Lost Customers,1,Cluster 1,-1.7638170718782753,0.2741561179535692,71.4779918128965,5.0352467270896275,0.25,89.97733108370657
CUST0064,53,3,260.07351933614086,3,1,1,311,5,Others,1,Cluster 1,-1.047709398672027,-0.9271153945140186,86.69117311204695,5.0352467270896275,0.25,109.12786141999868
CUST0065,26,5,408.2884717148148,4,3,2,432,9,Others,1,Cluster 1,0.005137387528128918,-0.8183611046237239,81.65769434296297,5.0352467270896275,0.25,102.79165954552236
CUST0066,248,2,259.3874407069012,1,1,1,111,3,Lost Customers,1,Cluster 1,-2.442411354684423,1.2227821321508368,129.6937203534506,5.0352467270896275,0.25,163.25997023344738
CUST0067,46,3,385.84057193995847,3,1,2,312,6,Others,1,Cluster 1,-0.7270957486411869,-0.853248066386779,128.61352397998616,5.0352467270896275,0.25,161.90020641992214
CUST0068,13,4,304.25364546982127,5,2,2,522,9,New Customers,1,Cluster 1,-0.437397549005506,-1.2183048090643729,76.06341136745532,5.0352467270896275,0.25,95.74951078481284
CUST0069,159,5,544.2609190030313,1,3,3,133,7,Others,1,Cluster 1,-0.4476571529039073,0.8984122624467726,108.85218380060626,5.0352467270896275,0.25,137.0244005546403
CUST0070,4,2,142.29253383463677,5,1,1,511,7,New Customers,1,Cluster 1,-1.3162001830180927,-1.7632615133225724,71.14626691731839,5.0352467270896275,0.25,89.55975191001811
CUST0071,30,3,145.77117053551603,4,1,1,411,6,New Customers,1,Cluster 1,-1.1721124350858299,-1.3361678214136385,48.590390178505345,5.0352467270896275,0.25,61.16615077858175
CUST0072,78,6,739.9328814011341,3,4,4,344,11,Loyal Customers,0,Cluster 0,0.7340662794314683,0.3169431379060361,123.32214690018901,5.0352467270896275,0.25,155.23935913921073
CUST0073,17,9,707.0773232165236,5,5,4,554,14,Champions,0,Cluster 0,1.8601783244047458,-0.07391390051446417,78.56414702405817,5.0352467270896275,0.25,98.8974660423693
CUST0074,19,4,540.6564791042989,5,2,3,523,10,Potential Loyalists,1,Cluster 1,0.056303685656335985,-0.8563648339610337,135.16411977607473,5.0352467270896275,0.25,170.14617293060766
CUST0075,221,6,724.3010812061212,1,4,4,144,9,At Risk,1,Cluster 1,-0.11409070829110338,1.9628628835186035,120.71684686768687,5.0352467270896275,0.25,151.95977702377502
CUST0076,56,7,717.5694916745239,3,4,4,344,11,Loyal Customers,0,Cluster 0,1.0934365743849765,0.15315047196222586,102.50992738207484,5.0352467270896275,0.25,129.04069408619694
CUST0077,141,2,331.12197422179463,1,1,2,112,4,Lost Customers,1,Cluster 1,-1.6737277005169002,0.06539534132480807,165.56098711089732,5.0352467270896275,0.25,208.41010462096844
CUST0078,11,6,705.3877991562416,5,4,4,544,13,Champions,0,Cluster 0,1.0379721593526057,-0.505950301472901,117.56463319270694,5.0352467270896275,0.25,147.99173362626755
CUST0079,22,7,746.0084840172087,4,4,4,444,12,Champions,0,Cluster 0,1.3502946037772698,-0.20764322584676526,106.57264057388696,5.0352467270896275,0.25,134.15488491174088
CUST0080,379,1,262.40599203017814,1,1,1,111,3,Lost Customers,1,Cluster 1,-3.4648674301355835,2.6319777764220826,262.40599203017814,5.0352467270896275,0.25,330.31972813466535
CUST0081,370,1,161.90955667676968,1,1,1,111,3,Lost Customers,1,Cluster 1,-3.6380649899985174,2.4030119790529203,161.90955667676968,5.0352467270896275,0.25,203.81364133530928
CUST0082,149,4,369.82298233646554,1,2,2,122,5,Lost Customers,1,Cluster 1,-1.064444569634963,0.4464221353768909,92.45574558411639,5.0352467270896275,0.25,116.38437258826333
CUST0083,28,8,1117.2294587604285,4,5,5,455,14,Champions,0,Cluster 0,2.429193931867627,0.4408877380969956,139.65368234505357,5.0352467270896275,0.25,175.79768673848636
CUST0084,10,3,231.1978581565071,5,1,1,511,7,New Customers,1,Cluster 1,-0.8676356438833993,-1.4635248246921155,77.0659527188357,5.0352467270896275,0.25,97.01152154939037
CUST0085,54,3,270.48992929498684,3,1,1,311,5,Others,1,Cluster 1,-1.0301394621347018,-0.902601185353082,90.16330976499562,5.0352467270896275,0.25,113.49862759944061
CUST0086,5,4,267.502127057725,5,2,1,521,8,New Customers,1,Cluster 1,-0.47395698342998893,-1.3568702945406788,66.87553176443124,5.0352467270896275,0.25,84.18370060980772
CUST0087,12,7,985.2265109668452,5,4,5,545,14,Champions,0,Cluster 0,1.9412750166575357,-0.028544862480846554,140.74664442383502,5.0352467270896275,0.25,177.1735201709907
CUST0088,2,5,945.6282816040753,5,3,5,535,13,Potential Loyalists,0,Cluster 0,1.341362833696341,-0.43397011657753476,189.12565632081504,5.0352467270896275,0.25,238.07358549951542
CUST0089,45,3,313.15085909821545,3,1,2,312,6,Others,1,Cluster 1,-0.8837051935149393,-0.9546994609924067,104.38361969940514,5.0352467270896275,0.25,131.39931986329952
CUST0090,14,8,755.5314069033611,5,5,4,554,14,Champions,0,Cluster 0,1.701239035592329,-0.16901135887109234,94.44142586292014,5.0352467270896275,0.25,118.88397011948659
CUST0091,110,2,154.97194966268046,2,1,1,211,4,Others,1,Cluster 1,-1.890723129573859,-0.513228276904547,77.48597483134023,5.0352467270896275,0.25,97.54025029121378
CUST0092,16,7,733.2601844729375,5,4,4,544,13,Champions,0,Cluster 0,1.3559536891484207,-0.2932633404602557,104.75145492470536,5.0352467270896275,0.25,131.86235514187481
CUST0093,9,7,781.5001147054314,5,4,5,545,14,Champions,0,Cluster 0,1.5034701614445736,-0.31517892916484463,111.64287352934734,5.0352467270896275,0.25,140.53735338538186
CUST0094,390,1,120.58324956314604,1,1,1,111,3,Lost Customers,1,Cluster 1,-3.844077512576492,2.5848539541604514,120.58324956314604,5.0352467270896275,0.25,151.79160317616572
CUST0095,280,4,379.19271658457916,1,2,2,122,5,Lost Customers,1,Cluster 1,-1.7885346591010731,1.9834908953753103,94.79817914614479,5.0352467270896275,0.25,119.33305531992043
CUST0096,128,5,784.4712677540874,2,3,5,235,10,Others,0,Cluster 0,0.2649679603231791,0.8341919883506744,156.8942535508175,5.0352467270896275,0.25,197.500319172731
CUST0097,32,2,227.02049413255284,4,1,1,411,6,New Customers,1,Cluster 1,-1.2862642916385245,-1.332522629120319,113.51024706627642,5.0352467270896275,0.25,142.88802500790084
CUST0098,169,4,270.7188510415137,1,2,1,121,4,Lost Customers,1,Cluster 1,-1.3994594077321083,0.5568809821157724,67.67971276037842,5.0352467270896275,0.25,85.19601304176538
CUST0099,96,5,689.3014870578361,2,3,4,234,9,Others,0,Cluster 0,0.23446669961283795,0.34397255421355816,137.86029741156722,5.0352467270896275,0.25,173.5401528342991
CUST0100,167,2,146.4111550132134,1,1,1,111,3,Lost Customers,1,Cluster 1,-2.234001813239616,0.1399590536195129,73.2055775066067,5.0352467270896275,0.25,92.15203613621186
CUST0101,17,6,721.0998133074628,5,4,4,544,13,Champions,0,Cluster 0,1.038930250246775,-0.416668587911482,120.18330221791047,5.0352467270896275,0.25,151.2881447858893
CUST0102,296,3,288.47143493116283,1,1,1,111,3,Lost Customers,1,Cluster 1,-2.366269955450407,1.9377002443476077,96.15714497705427,5.0352467270896275,0.25,121.04373738299884
CUST0103,101,3,322.1295940705075,2,1,2,212,5,Others,1,Cluster 1,-1.1821357322220147,-0.29148744080392,107.37653135683583,5.0352467270896275,0.25,135.1668320201861
CUST0104,116,7,693.0262179774463,2,4,4,244,10,At Risk,0,Cluster 0,0.6974120189607689,0.8215267763143299,99.00374542534948,5.0352467270896275,0.25,124.6270712806514
CUST0105,112,5,470.36148554494264,2,3,3,233,8,Others,1,Cluster 1,-0.34536094929816313,0.25979710281597995,94.07229710898852,5.0352467270896275,0.25,118.41930653195936
CUST0106,7,6,555.2772235974896,5,4,3,543,12,Loyal Customers,0,Cluster 0,0.7255640877970468,-0.7379882784132518,92.54620393291493,5.0352467270896275,0.25,116.49824261444479
CUST0107,17,3,318.46850964277496,5,1,2,512,8,New Customers,1,Cluster 1,-0.7125934949997764,-1.2741891334273694,106.15616988092499,5.0352467270896275,0.25,133.6306267383245
CUST0108,25,5,464.74545236168444,4,3,3,433,10,Potential Loyalists,0,Cluster 0,0.13687771590630396,-0.7602548293047814,92.94909047233689,5.0352467270896275,0.25,117.005400896698
CUST0109,52,8,793.0162294641729,3,5,5,355,13,Loyal Customers,0,Cluster 0,1.5688227219007493,0.31980957424951056,99.1270286830216,5.0352467270896275,0.25,124.78226168557605
CUST0110,3,2,53.71127841932963,5,1,1,511,7,New Customers,1,Cluster 1,-1.5082911611307475,-1.8843465310280327,26.855639209664815,5.0352467270896275,0.25,33.80619235859116
CUST0111,42,10,1036.9021262208769,4,5,5,455,14,Champions,0,Cluster 0,2.7385962416551766,0.744727740193071,103.69021262208769,5.0352467270896275,0.25,130.52645093414864
CUST0112,27,4,668.2669436965373,4,2,4,424,10,Potential Loyalists,0,Cluster 0,0.2957266686645318,-0.6055452802411324,167.06673592413432,5.0352467270896275,0.25,210.3055588168861
CUST0113,31,9,1332.6177550531645,4,5,5,455,14,Champions,0,Cluster 0,3.1772221736083432,0.8619561852548647,148.0686394503516,5.0352467270896275,0.25,186.39053304424925
CUST0114,20,6,780.7684500257078,4,4,5,445,13,Champions,0,Cluster 0,1.1550929388864517,-0.30801445881906275,130.12807500428463,5.0352467270896275,0.25,163.80674094194944
CUST0115,155,3,304.3147915773742,1,1,2,112,4,Lost Customers,1,Cluster 1,-1.529014820415648,0.31533183622166544,101.43826385912473,5.0352467270896275,0.25,127.69167152457797
CUST0116,38,8,898.9178674215486,4,5,5,455,14,Champions,0,Cluster 0,1.8848919573199638,0.2876187789718794,112.36473342769358,5.0352467270896275,0.25,141.44603905802313
CUST0117,18,4,579.3329757904066,5,2,3,523,10,Potential Loyalists,0,Cluster 0,0.148344983576195,-0.8202259239247379,144.83324394760166,5.0352467270896275,0.25,182.3177793902337
CUST0118,72,6,804.5693091482141,3,4,5,345,12,Loyal Customers,0,Cluster 0,0.9125046126862738,0.3269300143878695,134.09488485803567,5.0352467270896275,0.25,168.80020752522114
CUST0119,8,4,323.5417272852045,5,2,2,522,9,New Customers,1,Cluster 1,-0.36589695557835217,-1.252699753768613,80.88543182130113,5.0352467270896275,0.25,101.81952646185943
CUST0120,124,2,221.59871068959131,2,1,1,211,4,Others,1,Cluster 1,-1.8215829308001366,-0.26788274576697935,110.79935534479566,5.0352467270896275,0.25,139.47552284088073
CUST0121,95,2,385.0100105935019,2,1,2,212,5,Others,1,Cluster 1,-1.291803604526042,-0.4036964546424802,192.50500529675094,5.0352467270896275,0.25,242.32754946720914
CUST0122,27,8,740.8576983064265,4,5,4,454,13,Champions,0,Cluster 0,1.5945442894150113,-0.03575560766150397,92.60721228830332,5.0352467270896275,0.25,116.5750406448934
CUST0123,10,5,728.5484284055057,5,3,4,534,12,Potential Loyalists,0,Cluster 0,0.8111851998224794,-0.6090072570292916,145.70968568110112,5.0352467270896275,0.25,183.4210544827557
CUST0124,220,5,370.48986192543697,1,3,2,132,6,Others,1,Cluster 1,-1.1825542459022234,1.3940661699102568,74.09797238508739,5.0352467270896275,0.25,93.27539323399722
CUST0125,24,7,620.2501594496501,4,4,4,444,12,Champions,0,Cluster 0,1.058135944220192,-0.3397246819926033,88.6071656356643,5.0352467270896275,0.25,111.5397351909168
CUST0126,21,7,776.2782283716328,4,4,5,445,13,Champions,0,Cluster 0,1.4235658885969498,-0.18189065848361458,110.89688976737612,5.0352467270896275,0.25,139.59830031139995
CUST0127,55,3,515.8103868601681,3,1,3,313,7,Others,1,Cluster 1,-0.4880920726053715,-0.5878686091596048,171.93679562005605,5.0352467270896275,0.25,216.43604685304135
CUST0128,171,5,409.9126620123792,1,3,2,132,6,Others,1,Cluster 1,-0.8158658235952982,0.8721679715789872,81.98253240247584,5.0352467270896275,0.25,103.20056948952146
CUST0129,24,8,992.9186156582156,4,5,5,455,14,Champions,0,Cluster 0,2.174389712202085,0.24072471733433162,124.11482695727695,5.0352467270896275,0.25,156.23719405498105
CUST0130,12,8,724.5989208429015,5,5,4,554,14,Champions,0,Cluster 0,1.6435493289639143,-0.23051767463830872,90.57486510536269,5.0352467270896275,0.25,114.01669826959049
CUST0131,77,5,278.88379554849854,3,3,1,331,7,Need Attention,1,Cluster 1,-0.5738305233663372,-0.38434341075496914,55.77675910969971,5.0352467270896275,0.25,70.2124359386955
CUST0132,17,5,756.3313984258704,5,3,4,534,12,Potential Loyalists,0,Cluster 0,0.8334073825217685,-0.49316718216413585,151.26627968517408,5.0352467270896275,0.25,190.41575992594926
CUST0133,304,3,336.5955187196254,1,1,2,112,4,Lost Customers,1,Cluster 1,-2.304318646414306,2.090316264014925,112.19850623987513,5.0352467270896275,0.25,141.2367903321691
CUST0134,41,6,533.8895940355158,4,4,3,443,11,Loyal Customers,0,Cluster 0,0.4844498517920335,-0.36848278950306396,88.98159900591929,5.0352467270896275,0.25,112.0110762914392
CUST0135,5,4,608.3821019563699,5,2,4,524,11,Potential Loyalists,0,Cluster 0,0.28713616431532096,-0.9357211884385581,152.09552548909247,5.0352467270896275,0.25,191.45962423098246
CUST0136,102,2,256.1608958583596,2,1,1,211,4,Others,1,Cluster 1,-1.6192986689602185,-0.4813715972708343,128.0804479291798,5.0352467270896275,0.25,161.229164059894
CUST0137,58,9,1477.4802740641842,3,5,5,355,13,Loyal Customers,0,Cluster 0,3.3471094344146004,1.3553449050590485,164.16447489602047,5.0352467270896275,0.25,206.6521587311436
CUST0138,110,5,606.2572364231418,2,3,4,234,9,Others,1,Cluster 1,-0.030568147905397792,0.40440310819699027,121.25144728462836,5.0352467270896275,0.25,152.63273827370136
CUST0139,1,7,695.1030811168085,5,4,4,544,13,Champions,0,Cluster 0,1.35606566658973,-0.5150802685433641,99.30044015954408,5.0352467270896275,0.25,125.00055407797593
CUST0140,112,5,595.8088558863247,2,3,4,234,9,Others,1,Cluster 1,-0.06527076800228998,0.414784346926883,119.16177117726495,5.0352467270896275,0.25,150.0022295786316
CUST0141,94,7,828.5548088405525,2,4,5,245,11,At Risk,0,Cluster 0,1.125127063436957,0.7327795190245606,118.3649726915075,5.0352467270896275,0.25,148.99921033674158
CUST0142,231,3,354.83463138105765,1,1,2,112,4,Lost Customers,1,Cluster 1,-1.848437276071131,1.2627665491764897,118.27821046035255,5.0352467270896275,0.25,148.88999302662708
CUST0143,10,8,1121.2429259247942,5,5,5,555,15,Champions,0,Cluster 0,2.5405227340134076,0.23623660069673902,140.15536574059928,5.0352467270896275,0.25,176.42921165735055
CUST0144,14,7,565.3242047521412,5,4,3,543,12,Loyal Customers,0,Cluster 0,0.9923720911789147,-0.5240342160041915,80.76060067887731,5.0352467270896275,0.25,101.66238756152732
CUST0145,103,3,428.65733485436465,2,1,2,212,5,Others,1,Cluster 1,-0.9556621878538025,-0.136584984762441,142.88577828478822,5.0352467270896275,0.25,179.8662868640335
CUST0146,30,6,880.5758081487173,4,4,5,445,13,Champions,0,Cluster 0,1.3210648743136126,-0.0682550177283674,146.7626346914529,5.0352467270896275,0.25,184.7465189972972
CUST0147,154,5,496.0660355258816,1,3,3,133,7,Others,1,Cluster 1,-0.5268278404428846,0.7806437182269818,99.21320710517632,5.0352467270896275,0.25,124.89074409010111
CUST0148,14,7,679.2916403945884,5,4,4,544,13,Champions,0,Cluster 0,1.246830671092158,-0.3832301583301119,97.04166291351262,5.0352467270896275,0.25,122.15717889414984
CUST0149,112,7,872.9397450425114,2,4,5,245,11,At Risk,0,Cluster 0,1.1218588570327592,0.9972257333299891,124.70567786321591,5.0352467270896275,0.25,156.98096407756285
CUST0150,98,2,252.19674208816184,2,1,1,211,4,Others,1,Cluster 1,-1.6054011538533832,-0.5328491440639644,126.09837104408092,5.0352467270896275,0.25,158.73410252276048
CUST0151,164,4,332.76236479449085,1,2,2,122,5,Lost Customers,1,Cluster 1,-1.232497453495276,0.5753093572527217,83.19059119862271,5.0352467270896275,0.25,104.72128801437904
CUST0152,18,5,632.0636268806796,5,3,4,534,12,Potential Loyalists,0,Cluster 0,0.5502638269189738,-0.6350520777420045,126.41272537613592,5.0352467270896275,0.25,159.1298154281671
